event_id,timestamp,sensor_id,temperature_c,quality,payload
evt-00003341,2026-01-01T00:12:37Z,sensor-008,35.57,good,"zone=3, batch=13"
evt-00003687,2026-01-01T00:12:37Z,sensor-012,31.59,suspect,"zone=4, batch=14"
evt-00004449,2026-01-01T00:12:38Z,sensor-002,1.00,good,"zone=3, batch=17"
evt-00000891,2026-01-01T00:12:38Z,sensor-007,-8.68,good,"zone=1, batch=3"
evt-00004293,2026-01-01T00:12:38Z,sensor-007,19.12,good,"zone=3, batch=17"
evt-00000130,2026-01-01T00:12:39Z,sensor-005,19.04,good,"zone=3, batch=0"
evt-00001148,2026-01-01T00:12:39Z,sensor-006,-5.98,good,"zone=4, batch=4"
evt-00000367,2026-01-01T00:12:39Z,sensor-007,-5.62,good,"zone=2, batch=1"
evt-00001384,2026-01-01T00:12:39Z,sensor-007,-3.95,good,"zone=1, batch=5"
evt-00004294,2026-01-01T00:12:39Z,sensor-007,29.39,suspect,"zone=3, batch=17"
evt-00001013,2026-01-01T00:12:39Z,sensor-008,-10.53,good,"zone=2, batch=4"
evt-00004102,2026-01-01T00:12:39Z,sensor-009,23.53,good,"zone=3, batch=16"
evt-00000229,2026-01-01T00:12:39Z,sensor-010,34.07,good,"zone=4, batch=0"
evt-00003022,2026-01-01T00:12:39Z,sensor-012,-5.56,good,"zone=3, batch=12"
evt-00004945,2026-01-01T00:12:40Z,sensor-001,16.02,good,"zone=3, batch=19"
evt-00004827,2026-01-01T00:12:40Z,sensor-002,-4.36,good,"zone=1, batch=19"
evt-00000753,2026-01-01T00:12:40Z,sensor-003,30.38,good,"zone=4, batch=3"
evt-00002395,2026-01-01T00:12:40Z,sensor-005,21.34,good,"zone=3, batch=9"
evt-00004775,2026-01-01T00:12:40Z,sensor-008,18.70,suspect,"zone=1, batch=19"
evt-00003201,2026-01-01T00:12:40Z,sensor-009,9.70,good,"zone=1, batch=12"
evt-00000186,2026-01-01T00:12:41Z,sensor-002,20.09,suspect,"zone=3, batch=0"
evt-00002673,2026-01-01T00:12:41Z,sensor-002,36.54,suspect,"zone=3, batch=10"
evt-00003116,2026-01-01T00:12:41Z,sensor-003,19.18,good,"zone=2, batch=12"
evt-00002016,2026-01-01T00:12:41Z,sensor-004,27.26,good,"zone=1, batch=8"
evt-00003760,2026-01-01T00:12:41Z,sensor-006,25.62,good,"zone=2, batch=15"
evt-00002582,2026-01-01T00:12:41Z,sensor-008,-6.89,good,"zone=1, batch=10"
evt-00003196,2026-01-01T00:12:41Z,sensor-008,27.70,good,"zone=4, batch=12"
evt-00001489,2026-01-01T00:12:41Z,sensor-012,13.23,good,"zone=3, batch=5"
evt-00001318,2026-01-01T00:12:42Z,sensor-001,18.33,good,"zone=2, batch=5"
evt-00001043,2026-01-01T00:12:42Z,sensor-004,29.80,good,"zone=3, batch=4"
evt-00001885,2026-01-01T00:12:42Z,sensor-007,25.43,suspect,"zone=2, batch=7"
evt-00001733,2026-01-01T00:12:42Z,sensor-008,-1.62,good,"zone=3, batch=6"
evt-00003749,2026-01-01T00:12:42Z,sensor-008,27.99,good,"zone=3, batch=14"
evt-00004615,2026-01-01T00:12:42Z,sensor-009,9.03,good,"zone=2, batch=18"
evt-00003407,2026-01-01T00:12:42Z,sensor-011,32.23,good,"zone=4, batch=13"
evt-00000002,2026-01-01T00:12:43Z,sensor-006,-4.90,suspect,"zone=4, batch=0"
evt-00001573,2026-01-01T00:12:43Z,sensor-009,21.89,good,"zone=4, batch=6"
evt-00003602,2026-01-01T00:12:44Z,sensor-007,2.33,suspect,"zone=4, batch=14"
evt-00000957,2026-01-01T00:12:44Z,sensor-010,26.97,good,"zone=1, batch=3"
evt-00002704,2026-01-01T00:12:44Z,sensor-010,29.79,good,"zone=4, batch=10"
evt-00000128,2026-01-01T00:12:44Z,sensor-012,6.97,suspect,"zone=3, batch=0"
evt-00000927,2026-01-01T00:12:45Z,sensor-001,16.44,suspect,"zone=3, batch=3"
evt-00002306,2026-01-01T00:12:45Z,sensor-001,-3.78,good,"zone=2, batch=9"
evt-00004330,2026-01-01T00:12:45Z,sensor-004,37.16,good,"zone=3, batch=17"
evt-00004007,2026-01-01T00:12:45Z,sensor-009,11.62,good,"zone=1, batch=16"
evt-00002351,2026-01-01T00:12:45Z,sensor-011,-10.26,good,"zone=3, batch=9"
evt-00002544,2026-01-01T00:12:46Z,sensor-001,0.87,good,"zone=1, batch=10"
evt-00002325,2026-01-01T00:12:46Z,sensor-007,20.31,good,"zone=2, batch=9"
evt-00003566,2026-01-01T00:12:46Z,sensor-007,28.86,good,"zone=1, batch=14"
evt-00003836,2026-01-01T00:12:47Z,sensor-001,5.46,good,"zone=3, batch=15"
evt-00004951,2026-01-01T00:12:47Z,sensor-005,5.32,suspect,"zone=4, batch=19"
evt-00003959,2026-01-01T00:12:47Z,sensor-006,16.37,good,"zone=4, batch=15"
evt-00000076,2026-01-01T00:12:47Z,sensor-010,4.01,suspect,"zone=3, batch=0"
evt-00001089,2026-01-01T00:12:47Z,sensor-010,30.04,suspect,"zone=2, batch=4"
evt-00004575,2026-01-01T00:12:48Z,sensor-005,5.02,good,"zone=4, batch=18"
evt-00004175,2026-01-01T00:12:48Z,sensor-006,4.17,suspect,"zone=1, batch=16"
evt-00004635,2026-01-01T00:12:48Z,sensor-006,35.34,good,"zone=2, batch=18"
evt-00003299,2026-01-01T00:12:48Z,sensor-007,3.40,good,"zone=2, batch=13"
evt-00003915,2026-01-01T00:12:48Z,sensor-008,-4.31,good,"zone=1, batch=15"
evt-00001395,2026-01-01T00:12:48Z,sensor-009,7.62,good,"zone=4, batch=5"
evt-00002754,2026-01-01T00:12:48Z,sensor-010,6.27,good,"zone=2, batch=11"
evt-00004280,2026-01-01T00:12:48Z,sensor-012,-10.10,suspect,"zone=4, batch=17"
evt-00004460,2026-01-01T00:12:49Z,sensor-001,24.55,good,"zone=2, batch=17"
evt-00004470,2026-01-01T00:12:49Z,sensor-001,25.34,good,"zone=3, batch=17"
evt-00000086,2026-01-01T00:12:49Z,sensor-004,14.12,good,"zone=4, batch=0"
evt-00002914,2026-01-01T00:12:49Z,sensor-006,31.49,good,"zone=1, batch=11"
evt-00000298,2026-01-01T00:12:49Z,sensor-009,37.80,good,"zone=1, batch=1"
evt-00004712,2026-01-01T00:12:49Z,sensor-009,35.18,good,"zone=4, batch=18"
evt-00001223,2026-01-01T00:12:49Z,sensor-010,8.22,good,"zone=2, batch=4"
evt-00002466,2026-01-01T00:12:50Z,sensor-001,16.82,good,"zone=1, batch=9"
evt-00003057,2026-01-01T00:12:50Z,sensor-003,5.95,suspect,"zone=1, batch=12"
evt-00003039,2026-01-01T00:12:50Z,sensor-004,3.85,good,"zone=3, batch=12"
evt-00004099,2026-01-01T00:12:50Z,sensor-004,-2.48,good,"zone=3, batch=16"
evt-00002593,2026-01-01T00:12:50Z,sensor-007,23.48,good,"zone=4, batch=10"
evt-00001448,2026-01-01T00:12:50Z,sensor-009,-0.53,good,"zone=4, batch=5"
evt-00001934,2026-01-01T00:12:51Z,sensor-001,0.59,good,"zone=2, batch=7"
evt-00004147,2026-01-01T00:12:51Z,sensor-002,-9.79,good,"zone=3, batch=16"
evt-00004084,2026-01-01T00:12:51Z,sensor-003,32.08,good,"zone=2, batch=16"
evt-00000391,2026-01-01T00:12:51Z,sensor-005,31.64,good,"zone=4, batch=1"
evt-00000863,2026-01-01T00:12:51Z,sensor-008,6.02,suspect,"zone=3, batch=3"
evt-00003002,2026-01-01T00:12:51Z,sensor-009,16.78,good,"zone=1, batch=12"
evt-00000529,2026-01-01T00:12:52Z,sensor-003,12.88,good,"zone=1, batch=2"
evt-00000836,2026-01-01T00:12:52Z,sensor-005,-10.19,suspect,"zone=2, batch=3"
evt-00000523,2026-01-01T00:12:52Z,sensor-006,31.17,suspect,"zone=2, batch=2"
evt-00002382,2026-01-01T00:12:52Z,sensor-006,36.01,good,"zone=3, batch=9"
evt-00001747,2026-01-01T00:12:52Z,sensor-008,34.10,good,"zone=3, batch=6"
evt-00000185,2026-01-01T00:12:52Z,sensor-009,7.18,good,"zone=4, batch=0"
evt-00004933,2026-01-01T00:12:52Z,sensor-009,-5.74,good,"zone=4, batch=19"
evt-00000858,2026-01-01T00:12:53Z,sensor-005,16.48,good,"zone=1, batch=3"
evt-00001766,2026-01-01T00:12:53Z,sensor-007,-5.26,suspect,"zone=1, batch=7"
evt-00003857,2026-01-01T00:12:53Z,sensor-009,20.00,good,"zone=1, batch=15"
evt-00001936,2026-01-01T00:12:53Z,sensor-011,30.40,good,"zone=2, batch=7"
evt-00003324,2026-01-01T00:12:53Z,sensor-011,27.05,good,"zone=1, batch=13"
evt-00000962,2026-01-01T00:12:53Z,sensor-012,14.12,good,"zone=1, batch=3"
evt-00002902,2026-01-01T00:12:54Z,sensor-004,37.92,good,"zone=4, batch=11"
evt-00004937,2026-01-01T00:12:54Z,sensor-004,-7.71,suspect,"zone=3, batch=19"
evt-00001548,2026-01-01T00:12:54Z,sensor-005,16.87,good,"zone=4, batch=6"
evt-00004200,2026-01-01T00:12:54Z,sensor-007,25.04,good,"zone=2, batch=16"
evt-00004346,2026-01-01T00:12:54Z,sensor-011,19.64,good,"zone=2, batch=17"
evt-00001517,2026-01-01T00:12:55Z,sensor-001,14.38,good,"zone=2, batch=6"
evt-00002001,2026-01-01T00:12:55Z,sensor-003,2.96,good,"zone=3, batch=8"
evt-00000517,2026-01-01T00:12:55Z,sensor-004,10.62,good,"zone=2, batch=2"
evt-00000252,2026-01-01T00:12:55Z,sensor-006,12.88,good,"zone=3, batch=1"
evt-00003098,2026-01-01T00:12:55Z,sensor-006,22.96,suspect,"zone=4, batch=12"
evt-00004940,2026-01-01T00:12:55Z,sensor-009,15.26,good,"zone=2, batch=19"
evt-00001167,2026-01-01T00:12:56Z,sensor-002,32.23,good,"zone=1, batch=4"
evt-00002602,2026-01-01T00:12:56Z,sensor-004,14.91,good,"zone=1, batch=10"
evt-00003812,2026-01-01T00:12:56Z,sensor-005,29.33,good,"zone=2, batch=15"
evt-00000830,2026-01-01T00:12:56Z,sensor-011,2.18,suspect,"zone=3, batch=3"
evt-00004653,2026-01-01T00:12:56Z,sensor-011,4.44,good,"zone=2, batch=18"
evt-00003800,2026-01-01T00:12:56Z,sensor-012,24.62,good,"zone=3, batch=15"
evt-00001241,2026-01-01T00:12:57Z,sensor-004,22.37,suspect,"zone=2, batch=4"
evt-00001929,2026-01-01T00:12:57Z,sensor-004,-5.89,good,"zone=3, batch=7"
evt-00001027,2026-01-01T00:12:57Z,sensor-008,19.27,good,"zone=4, batch=4"
evt-00002791,2026-01-01T00:12:58Z,sensor-002,6.16,good,"zone=4, batch=11"
evt-00003855,2026-01-01T00:12:58Z,sensor-002,6.96,good,"zone=1, batch=15"
evt-00004529,2026-01-01T00:12:58Z,sensor-003,-7.69,good,"zone=4, batch=18"
evt-00001052,2026-01-01T00:12:58Z,sensor-011,19.95,good,"zone=4, batch=4"
evt-00002310,2026-01-01T00:12:58Z,sensor-011,15.33,good,"zone=4, batch=9"
evt-00003586,2026-01-01T00:12:59Z,sensor-003,5.85,good,"zone=2, batch=14"
evt-00002831,2026-01-01T00:12:59Z,sensor-004,31.19,good,"zone=4, batch=11"
evt-00003845,2026-01-01T00:12:59Z,sensor-007,14.45,good,"zone=1, batch=15"
evt-00001472,2026-01-01T00:12:59Z,sensor-009,21.60,good,"zone=1, batch=5"
evt-00002259,2026-01-01T00:12:59Z,sensor-011,26.98,good,"zone=3, batch=9"
evt-00002080,2026-01-01T00:12:59Z,sensor-012,23.03,suspect,"zone=2, batch=8"
evt-00001567,2026-01-01T00:13:00Z,sensor-002,12.76,good,"zone=4, batch=6"
evt-00000808,2026-01-01T00:13:00Z,sensor-003,4.59,good,"zone=4, batch=3"
evt-00003733,2026-01-01T00:13:00Z,sensor-004,23.89,good,"zone=2, batch=14"
evt-00002181,2026-01-01T00:13:00Z,sensor-006,29.37,good,"zone=4, batch=8"
evt-00003768,2026-01-01T00:13:00Z,sensor-007,28.34,good,"zone=1, batch=15"
evt-00000405,2026-01-01T00:13:00Z,sensor-008,-11.95,good,"zone=1, batch=1"
evt-00004277,2026-01-01T00:13:00Z,sensor-008,35.95,good,"zone=4, batch=17"
evt-00001310,2026-01-01T00:13:00Z,sensor-012,13.53,good,"zone=3, batch=5"
evt-00003886,2026-01-01T00:13:01Z,sensor-001,36.60,good,"zone=4, batch=15"
evt-00001926,2026-01-01T00:13:01Z,sensor-002,-2.21,good,"zone=2, batch=7"
evt-00003216,2026-01-01T00:13:01Z,sensor-004,15.25,good,"zone=4, batch=12"
evt-00002119,2026-01-01T00:13:01Z,sensor-006,-5.76,good,"zone=4, batch=8"
evt-00002941,2026-01-01T00:13:01Z,sensor-006,-5.47,good,"zone=1, batch=11"
evt-00003864,2026-01-01T00:13:01Z,sensor-011,-5.83,good,"zone=3, batch=15"
evt-00003487,2026-01-01T00:13:02Z,sensor-001,18.20,good,"zone=4, batch=13"
evt-00004977,2026-01-01T00:13:02Z,sensor-001,36.61,suspect,"zone=2, batch=19"
evt-00002377,2026-01-01T00:13:02Z,sensor-002,22.11,good,"zone=4, batch=9"
evt-00002216,2026-01-01T00:13:02Z,sensor-008,-3.43,good,"zone=1, batch=8"
evt-00004496,2026-01-01T00:13:02Z,sensor-008,24.74,good,"zone=3, batch=17"
evt-00004702,2026-01-01T00:13:02Z,sensor-010,36.78,good,"zone=4, batch=18"
evt-00003304,2026-01-01T00:13:03Z,sensor-001,9.71,good,"zone=3, batch=13"
evt-00002612,2026-01-01T00:13:03Z,sensor-004,14.36,good,"zone=4, batch=10"
evt-00002786,2026-01-01T00:13:03Z,sensor-005,29.46,good,"zone=2, batch=11"
evt-00000348,2026-01-01T00:13:04Z,sensor-001,-9.91,good,"zone=3, batch=1"
evt-00002088,2026-01-01T00:13:04Z,sensor-003,2.05,good,"zone=3, batch=8"
evt-00003743,2026-01-01T00:13:04Z,sensor-003,10.89,good,"zone=1, batch=14"
evt-00003473,2026-01-01T00:13:04Z,sensor-005,7.76,suspect,"zone=1, batch=13"
evt-00000616,2026-01-01T00:13:04Z,sensor-010,-1.01,suspect,"zone=4, batch=2"
evt-00002607,2026-01-01T00:13:05Z,sensor-001,25.28,good,"zone=2, batch=10"
evt-00002790,2026-01-01T00:13:05Z,sensor-001,33.95,suspect,"zone=3, batch=11"
evt-00000707,2026-01-01T00:13:05Z,sensor-003,0.80,good,"zone=1, batch=2"
evt-00002327,2026-01-01T00:13:05Z,sensor-003,24.22,good,"zone=2, batch=9"
evt-00000449,2026-01-01T00:13:05Z,sensor-008,1.24,good,"zone=4, batch=1"
evt-00001207,2026-01-01T00:13:05Z,sensor-008,30.12,good,"zone=4, batch=4"
evt-00003416,2026-01-01T00:13:05Z,sensor-008,-0.03,good,"zone=3, batch=13"
evt-00001711,2026-01-01T00:13:05Z,sensor-009,-6.64,good,"zone=1, batch=6"
evt-00001814,2026-01-01T00:13:05Z,sensor-012,-0.83,suspect,"zone=3, batch=7"
evt-00002557,2026-01-01T00:13:05Z,sensor-012,27.05,good,"zone=1, batch=10"
evt-00003442,2026-01-01T00:13:06Z,sensor-001,-11.81,suspect,"zone=4, batch=13"
evt-00003492,2026-01-01T00:13:06Z,sensor-002,27.90,suspect,"zone=1, batch=13"
evt-00000999,2026-01-01T00:13:06Z,sensor-003,-9.71,suspect,"zone=2, batch=3"
evt-00001238,2026-01-01T00:13:06Z,sensor-003,-0.89,good,"zone=2, batch=4"
evt-00002901,2026-01-01T00:13:06Z,sensor-005,25.00,good,"zone=3, batch=11"
evt-00003079,2026-01-01T00:13:06Z,sensor-006,19.46,good,"zone=2, batch=12"
evt-00000008,2026-01-01T00:13:06Z,sensor-007,-8.80,good,"zone=3, batch=0"
evt-00002886,2026-01-01T00:13:06Z,sensor-009,7.82,good,"zone=4, batch=11"
evt-00001168,2026-01-01T00:13:07Z,sensor-006,36.37,good,"zone=1, batch=4"
evt-00003764,2026-01-01T00:13:07Z,sensor-006,0.83,good,"zone=3, batch=15"
evt-00000231,2026-01-01T00:13:07Z,sensor-009,7.27,good,"zone=2, batch=0"
evt-00004683,2026-01-01T00:13:07Z,sensor-012,34.43,good,"zone=4, batch=18"
evt-00003048,2026-01-01T00:13:08Z,sensor-002,2.29,good,"zone=3, batch=12"
evt-00004261,2026-01-01T00:13:08Z,sensor-002,28.82,good,"zone=4, batch=17"
evt-00002988,2026-01-01T00:13:08Z,sensor-006,19.51,suspect,"zone=4, batch=11"
evt-00001542,2026-01-01T00:13:08Z,sensor-007,12.58,good,"zone=3, batch=6"
evt-00002013,2026-01-01T00:13:08Z,sensor-008,-10.17,good,"zone=2, batch=8"
evt-00004546,2026-01-01T00:13:08Z,sensor-008,-0.92,suspect,"zone=1, batch=18"
evt-00004716,2026-01-01T00:13:08Z,sensor-008,21.77,good,"zone=4, batch=18"
evt-00004534,2026-01-01T00:13:08Z,sensor-011,17.29,good,"zone=4, batch=18"
evt-00001907,2026-01-01T00:13:09Z,sensor-002,32.68,good,"zone=1, batch=7"
evt-00004513,2026-01-01T00:13:09Z,sensor-004,27.15,good,"zone=3, batch=18"
evt-00004571,2026-01-01T00:13:09Z,sensor-004,10.57,good,"zone=4, batch=18"
evt-00004816,2026-01-01T00:13:09Z,sensor-004,-2.18,good,"zone=2, batch=19"
evt-00000595,2026-01-01T00:13:09Z,sensor-007,16.59,good,"zone=2, batch=2"
evt-00004533,2026-01-01T00:13:09Z,sensor-008,12.42,good,"zone=3, batch=18"
evt-00000323,2026-01-01T00:13:09Z,sensor-011,15.62,good,"zone=1, batch=1"
evt-00000427,2026-01-01T00:13:10Z,sensor-005,-5.26,suspect,"zone=2, batch=1"
evt-00003437,2026-01-01T00:13:10Z,sensor-006,19.46,suspect,"zone=4, batch=13"
evt-00001149,2026-01-01T00:13:11Z,sensor-002,-11.42,suspect,"zone=1, batch=4"
evt-00003774,2026-01-01T00:13:11Z,sensor-002,-9.43,suspect,"zone=2, batch=15"
evt-00004682,2026-01-01T00:13:11Z,sensor-002,15.40,good,"zone=3, batch=18"
evt-00000187,2026-01-01T00:13:11Z,sensor-009,15.41,suspect,"zone=2, batch=0"
evt-00002193,2026-01-01T00:13:11Z,sensor-011,-3.92,good,"zone=3, batch=8"
evt-00002062,2026-01-01T00:13:12Z,sensor-001,15.16,good,"zone=2, batch=8"
evt-00002103,2026-01-01T00:13:12Z,sensor-001,31.37,good,"zone=1, batch=8"
evt-00001412,2026-01-01T00:13:12Z,sensor-003,-3.74,good,"zone=1, batch=5"
evt-00004984,2026-01-01T00:13:12Z,sensor-003,19.17,good,"zone=2, batch=19"
evt-00001427,2026-01-01T00:13:12Z,sensor-005,7.41,good,"zone=3, batch=5"
evt-00004364,2026-01-01T00:13:12Z,sensor-006,14.52,suspect,"zone=3, batch=17"
evt-00000525,2026-01-01T00:13:12Z,sensor-008,-10.14,good,"zone=1, batch=2"
evt-00004768,2026-01-01T00:13:12Z,sensor-010,26.49,good,"zone=3, batch=19"
evt-00000345,2026-01-01T00:13:12Z,sensor-012,-10.06,suspect,"zone=4, batch=1"
evt-00004842,2026-01-01T00:13:12Z,sensor-012,23.73,suspect,"zone=3, batch=19"
evt-00000634,2026-01-01T00:13:13Z,sensor-001,8.75,good,"zone=4, batch=2"
evt-00000966,2026-01-01T00:13:13Z,sensor-002,7.88,good,"zone=1, batch=3"
evt-00001224,2026-01-01T00:13:13Z,sensor-003,30.57,good,"zone=3, batch=4"
evt-00000635,2026-01-01T00:13:13Z,sensor-008,-2.25,good,"zone=1, batch=2"
evt-00004578,2026-01-01T00:13:13Z,sensor-008,12.90,good,"zone=1, batch=18"
evt-00001251,2026-01-01T00:13:13Z,sensor-010,-2.89,good,"zone=2, batch=5"
evt-00001781,2026-01-01T00:13:13Z,sensor-010,25.98,good,"zone=2, batch=7"
evt-00002541,2026-01-01T00:13:13Z,sensor-011,7.10,good,"zone=2, batch=10"
evt-00002440,2026-01-01T00:13:14Z,sensor-001,6.84,good,"zone=1, batch=9"
evt-00002969,2026-01-01T00:13:14Z,sensor-001,4.64,good,"zone=2, batch=11"
evt-00003118,2026-01-01T00:13:14Z,sensor-001,-3.27,good,"zone=1, batch=12"
evt-00001592,2026-01-01T00:13:14Z,sensor-003,28.80,good,"zone=2, batch=6"
evt-00002140,2026-01-01T00:13:14Z,sensor-005,14.73,good,"zone=1, batch=8"
evt-00001459,2026-01-01T00:13:14Z,sensor-008,9.06,suspect,"zone=4, batch=5"
evt-00000440,2026-01-01T00:13:14Z,sensor-010,28.77,suspect,"zone=1, batch=1"
evt-00003865,2026-01-01T00:13:14Z,sensor-011,21.17,good,"zone=3, batch=15"
evt-00001654,2026-01-01T00:13:14Z,sensor-012,36.51,suspect,"zone=1, batch=6"
evt-00004209,2026-01-01T00:13:15Z,sensor-001,34.11,good,"zone=2, batch=16"
evt-00001644,2026-01-01T00:13:15Z,sensor-002,37.15,good,"zone=2, batch=6"
evt-00002759,2026-01-01T00:13:15Z,sensor-002,25.90,good,"zone=3, batch=11"
evt-00003595,2026-01-01T00:13:15Z,sensor-005,35.91,good,"zone=3, batch=14"
evt-00003951,2026-01-01T00:13:15Z,sensor-006,31.23,good,"zone=2, batch=15"
evt-00001155,2026-01-01T00:13:15Z,sensor-011,29.38,good,"zone=3, batch=4"
evt-00002334,2026-01-01T00:13:16Z,sensor-001,24.77,good,"zone=1, batch=9"
evt-00000812,2026-01-01T00:13:16Z,sensor-002,15.83,suspect,"zone=1, batch=3"
evt-00001729,2026-01-01T00:13:16Z,sensor-002,0.35,good,"zone=4, batch=6"
evt-00000393,2026-01-01T00:13:16Z,sensor-003,25.93,good,"zone=3, batch=1"
evt-00000428,2026-01-01T00:13:16Z,sensor-004,18.70,good,"zone=1, batch=1"
evt-00001454,2026-01-01T00:13:16Z,sensor-007,19.93,good,"zone=2, batch=5"
evt-00003970,2026-01-01T00:13:16Z,sensor-007,12.02,good,"zone=4, batch=15"
evt-00000260,2026-01-01T00:13:16Z,sensor-008,0.24,good,"zone=1, batch=1"
evt-00002706,2026-01-01T00:13:17Z,sensor-003,36.96,good,"zone=2, batch=10"
evt-00004724,2026-01-01T00:13:17Z,sensor-006,33.45,good,"zone=2, batch=18"
evt-00002340,2026-01-01T00:13:17Z,sensor-007,14.10,good,"zone=4, batch=9"
evt-00000810,2026-01-01T00:13:17Z,sensor-009,3.51,good,"zone=3, batch=3"
evt-00003204,2026-01-01T00:13:18Z,sensor-002,2.13,good,"zone=3, batch=12"
evt-00000804,2026-01-01T00:13:18Z,sensor-003,9.89,good,"zone=3, batch=3"
evt-00001496,2026-01-01T00:13:18Z,sensor-006,3.11,suspect,"zone=3, batch=5"
evt-00001201,2026-01-01T00:13:18Z,sensor-008,-5.56,suspect,"zone=4, batch=4"
evt-00004053,2026-01-01T00:13:18Z,sensor-012,14.84,good,"zone=4, batch=16"
evt-00000729,2026-01-01T00:13:19Z,sensor-003,8.98,good,"zone=2, batch=2"
evt-00001230,2026-01-01T00:13:19Z,sensor-007,21.66,good,"zone=3, batch=4"
evt-00001849,2026-01-01T00:13:19Z,sensor-011,6.34,good,"zone=3, batch=7"
evt-00003608,2026-01-01T00:13:20Z,sensor-002,16.17,good,"zone=1, batch=14"
evt-00002863,2026-01-01T00:13:20Z,sensor-006,12.82,good,"zone=3, batch=11"
evt-00004569,2026-01-01T00:13:20Z,sensor-007,27.10,suspect,"zone=3, batch=18"
evt-00001563,2026-01-01T00:13:21Z,sensor-001,17.47,good,"zone=3, batch=6"
evt-00002923,2026-01-01T00:13:21Z,sensor-005,35.25,good,"zone=1, batch=11"
evt-00004722,2026-01-01T00:13:21Z,sensor-005,-10.63,good,"zone=4, batch=18"
evt-00004130,2026-01-01T00:13:21Z,sensor-006,24.55,good,"zone=4, batch=16"
evt-00004121,2026-01-01T00:13:21Z,sensor-010,6.10,good,"zone=2, batch=16"
evt-00001038,2026-01-01T00:13:22Z,sensor-003,22.17,good,"zone=3, batch=4"
evt-00001850,2026-01-01T00:13:22Z,sensor-003,3.51,good,"zone=2, batch=7"
evt-00004436,2026-01-01T00:13:22Z,sensor-003,-10.19,suspect,"zone=2, batch=17"
evt-00002830,2026-01-01T00:13:22Z,sensor-006,-11.01,good,"zone=4, batch=11"
evt-00000543,2026-01-01T00:13:22Z,sensor-010,-3.15,good,"zone=2, batch=2"
evt-00004980,2026-01-01T00:13:22Z,sensor-011,-2.90,good,"zone=4, batch=19"
evt-00001002,2026-01-01T00:13:22Z,sensor-012,36.53,suspect,"zone=1, batch=4"
evt-00002406,2026-01-01T00:13:23Z,sensor-001,3.29,good,"zone=1, batch=9"
evt-00003882,2026-01-01T00:13:23Z,sensor-001,19.79,good,"zone=2, batch=15"
evt-00002943,2026-01-01T00:13:23Z,sensor-002,27.51,suspect,"zone=3, batch=11"
evt-00001136,2026-01-01T00:13:23Z,sensor-007,15.21,good,"zone=4, batch=4"
evt-00000691,2026-01-01T00:13:23Z,sensor-008,34.80,good,"zone=1, batch=2"
evt-00001456,2026-01-01T00:13:23Z,sensor-009,25.91,good,"zone=1, batch=5"
evt-00000974,2026-01-01T00:13:23Z,sensor-012,-1.92,good,"zone=2, batch=3"
evt-00004001,2026-01-01T00:13:24Z,sensor-001,15.04,good,"zone=2, batch=16"
evt-00000913,2026-01-01T00:13:24Z,sensor-003,24.77,good,"zone=4, batch=3"
evt-00004707,2026-01-01T00:13:24Z,sensor-003,-1.19,suspect,"zone=1, batch=18"
evt-00000157,2026-01-01T00:13:25Z,sensor-004,30.37,good,"zone=2, batch=0"
evt-00004639,2026-01-01T00:13:25Z,sensor-005,21.06,good,"zone=3, batch=18"
evt-00003157,2026-01-01T00:13:25Z,sensor-009,15.97,suspect,"zone=4, batch=12"
evt-00001394,2026-01-01T00:13:26Z,sensor-009,-6.10,good,"zone=2, batch=5"
evt-00003358,2026-01-01T00:13:27Z,sensor-001,6.85,suspect,"zone=4, batch=13"
evt-00001742,2026-01-01T00:13:27Z,sensor-002,15.03,good,"zone=1, batch=6"
evt-00002806,2026-01-01T00:13:27Z,sensor-008,11.07,suspect,"zone=3, batch=11"
evt-00000202,2026-01-01T00:13:27Z,sensor-009,-1.16,good,"zone=1, batch=0"
evt-00001547,2026-01-01T00:13:27Z,sensor-010,23.77,good,"zone=3, batch=6"
evt-00002990,2026-01-01T00:13:27Z,sensor-012,28.13,good,"zone=1, batch=11"
evt-00000151,2026-01-01T00:13:28Z,sensor-001,27.71,good,"zone=1, batch=0"
evt-00000444,2026-01-01T00:13:28Z,sensor-002,-6.69,good,"zone=3, batch=1"
evt-00001418,2026-01-01T00:13:28Z,sensor-005,33.52,good,"zone=2, batch=5"
evt-00003092,2026-01-01T00:13:28Z,sensor-007,-5.99,good,"zone=2, batch=12"
evt-00004904,2026-01-01T00:13:28Z,sensor-008,35.05,good,"zone=2, batch=19"
evt-00001938,2026-01-01T00:13:28Z,sensor-009,31.96,suspect,"zone=1, batch=7"
evt-00003885,2026-01-01T00:13:28Z,sensor-009,9.69,suspect,"zone=4, batch=15"
evt-00002142,2026-01-01T00:13:28Z,sensor-010,-4.02,good,"zone=1, batch=8"
evt-00003339,2026-01-01T00:13:28Z,sensor-011,12.24,good,"zone=3, batch=13"
evt-00004630,2026-01-01T00:13:28Z,sensor-012,34.53,good,"zone=2, batch=18"
evt-00004628,2026-01-01T00:13:29Z,sensor-004,22.50,good,"zone=3, batch=18"
evt-00002827,2026-01-01T00:13:29Z,sensor-008,14.63,suspect,"zone=3, batch=11"
evt-00002237,2026-01-01T00:13:30Z,sensor-001,-2.95,good,"zone=1, batch=8"
evt-00003834,2026-01-01T00:13:30Z,sensor-001,5.96,suspect,"zone=2, batch=15"
